weather_risk,crime_risk,health_risk,political_risk,transport_disruption,destination_popularity,trip_duration,season_risk,risk_score,risk_level
97,66,40,82,79,72,17,20,74.08729510594901,2
61,56,65,1,21,95,28,100,51.990484095541426,1
36,64,60,69,61,95,13,71,66.37799539757825,2
44,75,42,50,30,81,10,32,49.59148276787913,1
17,48,100,35,40,51,12,19,38.60235230527233,1
94,83,17,87,53,40,25,91,84.77129692929958,2
85,37,9,85,25,44,16,52,44.245122514953366,1
86,55,2,32,80,96,6,81,54.506678465730296,1
33,16,82,0,39,20,21,83,39.824662899718135,1
32,62,41,12,46,52,23,6,38.981245501771724,1
86,26,44,10,82,68,8,69,49.161932499557224,1
54,70,65,99,23,2,17,33,63.03427085509204,1
71,80,43,60,45,64,17,91,71.803236084767,2
49,86,57,68,100,26,6,22,68.88077979573201,2
44,93,5,23,40,28,1,3,36.51623629152681,1
63,12,15,85,11,62,22,67,54.32907742027791,1
82,13,94,72,28,0,19,55,61.92869566179699,1
33,93,45,75,96,15,22,56,80.3448056005469,2
81,38,16,47,76,45,12,26,58.87953237696652,1
24,2,37,70,81,58,16,49,52.72107121476623,1
40,28,33,54,25,11,30,97,56.49871272313714,1
92,84,27,38,84,36,7,77,66.52405079394119,2
96,35,29,60,39,31,20,99,53.74177727477673,1
93,7,73,32,80,53,4,33,49.33014420287848,1
31,72,10,96,88,30,2,87,71.67750589490433,2
85,19,31,72,21,0,29,38,56.50588891635971,1
94,35,47,74,94,53,4,94,47.87249570139262,1
98,0,54,72,63,85,20,87,65.48037292895881,2
2,60,88,45,73,59,16,16,57.578994928654446,1
75,44,93,96,76,36,25,98,82.46266683764213,2
100,87,30,20,17,48,17,61,64.30017005152112,1
77,33,54,57,75,14,21,78,69.58779248636026,2
23,20,2,7,21,23,27,58,24.106959246307824,0
77,16,62,29,27,44,25,21,51.617806697306115,1
10,20,15,58,11,59,22,99,30.37513846136332,0
48,45,7,49,18,49,5,11,32.61653197376638,0
63,8,67,95,98,97,6,81,61.267986123367486,1
46,40,17,61,33,64,15,21,36.53737108686732,1
70,86,48,41,39,2,20,79,70.04276320589379,2
24,77,10,43,48,52,21,42,57.27221339743834,1
61,64,75,61,72,58,24,23,74.71645123116832,2
65,90,77,79,57,4,4,23,75.2419852884515,2
64,78,58,27,54,38,6,32,44.50446495871823,1
29,65,84,59,84,88,5,91,56.62428619473727,1
30,87,44,58,50,36,17,77,64.91701471855261,1
26,12,18,0,77,46,20,67,33.434589753498756,0
46,82,15,92,92,22,4,63,65.80152103501013,2
59,29,22,57,68,7,27,42,66.30193918472898,2
36,74,20,24,3,32,10,91,44.43516091902684,1
41,92,32,63,26,78,20,27,59.724476447144916,1
28,50,21,68,62,99,23,95,62.78736328569067,1
22,8,59,92,48,66,2,38,41.86975069803476,1
66,37,14,3,28,83,26,34,51.266373007474215,1
82,41,62,41,33,65,30,48,52.327766185385784,1
29,94,33,18,7,66,29,75,48.59357046063526,1
86,95,69,58,23,43,5,72,63.56304569030496,1
57,57,51,50,79,6,12,77,73.59594971856382,2
16,96,91,47,1,41,7,9,54.50251524531188,1
36,44,44,99,84,87,14,16,54.79508852368845,1
0,41,29,53,34,54,30,85,42.106741750271325,1
3,84,59,41,81,76,23,99,73.45934300361563,2
33,67,66,6,25,5,24,12,47.24012629203315,1
45,52,44,29,83,20,13,91,66.31250781169803,2
80,46,56,90,57,30,29,26,69.67910389531065,2
13,71,47,45,85,36,28,98,69.6592119346016,2
84,76,30,91,6,99,25,100,72.571365931464,2
23,49,31,53,80,46,25,64,52.58533199375559,1
13,3,91,55,27,66,20,19,36.17513504714595,1
70,10,68,43,36,65,3,79,37.15417993420993,1
78,14,9,56,4,42,9,10,34.434640942363465,0
61,46,97,6,96,97,24,33,62.69749247808115,1
11,62,71,5,64,22,10,64,52.78096720063191,1
11,81,5,48,99,3,6,6,52.98926935902604,1
39,23,73,60,57,75,29,39,53.20073918098185,1
45,79,59,55,15,66,15,80,68.3918238704619,2
100,67,92,43,34,26,26,9,73.06385092637728,2
28,5,49,29,44,87,9,37,37.011277809942634,1
19,35,52,71,14,16,11,0,46.93772022682211,1
95,30,31,61,94,25,11,66,62.39640206815865,1
15,89,32,4,96,15,12,7,50.13727674135942,1
2,93,62,45,56,18,14,28,60.627391100984866,1
42,82,83,71,59,73,9,52,60.12514927479346,1
40,53,89,79,71,71,25,21,59.488160965727204,1
62,49,77,28,68,64,10,23,43.934130124029544,1
88,31,61,93,6,86,14,84,59.61139946888066,1
94,78,50,65,53,7,26,78,77.1100976447304,2
29,8,34,44,78,62,14,8,26.505976230228573,0
99,27,77,63,81,11,1,86,68.11614936619206,2
63,13,32,88,60,96,1,47,45.38628649970045,1
7,49,27,22,90,64,14,14,45.53344102046196,1
94,30,87,15,59,76,20,91,72.31787447479475,2
13,19,59,44,38,57,29,34,43.74870204248539,1
59,38,35,8,44,38,4,32,30.880216871802592,0
79,86,87,84,69,69,17,14,81.22034626408242,2
25,56,97,98,89,84,9,89,73.60581753992285,2
27,83,32,61,23,17,14,28,50.22924847731101,1
48,92,52,98,29,88,14,59,63.69039327292113,1
89,91,48,6,65,73,10,24,54.184679764667955,1
22,35,70,63,77,8,1,90,54.73325393235703,1
67,88,96,44,40,94,3,79,70.88457835299268,2
45,91,55,28,64,18,16,50,65.3861534824472,2
11,96,80,31,0,60,7,34,56.943456857570986,1
71,35,60,55,29,13,10,66,57.796028443078825,1
84,23,89,64,96,19,3,50,66.95576954737417,2
58,59,40,16,58,64,2,95,47.69261780716456,1
17,94,38,62,87,68,4,68,55.985222108919736,1
15,90,42,93,21,69,12,2,49.87063934888113,1
42,57,100,1,29,34,5,83,44.270968023428445,1
51,15,61,88,98,82,7,19,38.494559092409176,1
55,42,15,61,100,4,10,30,48.76820930455498,1
24,72,4,34,88,86,9,44,55.843258568195836,1
50,56,52,74,32,30,1,21,51.99160127775395,1
29,34,81,62,80,62,4,95,55.65085686792942,1
69,34,48,77,46,91,29,98,67.90087893284011,2
80,6,56,8,85,25,21,15,32.70957284562376,0
65,29,80,5,85,41,4,32,47.28258629877455,1
0,67,52,64,43,83,9,37,54.174953578884896,1
100,24,91,30,30,87,12,67,52.36330431746372,1
2,100,64,24,98,23,28,60,57.6280628425086,1
100,8,73,42,45,51,27,68,55.69635679133981,1
3,59,78,73,43,33,24,3,61.69557196989872,1
52,50,63,18,67,52,4,51,49.27177794138601,1
10,84,5,98,94,38,15,21,53.690139431238606,1
9,89,43,42,13,0,15,23,61.15577507510323,1
69,54,14,15,99,93,20,78,48.1471489025292,1
73,63,51,7,42,64,26,14,48.262452510320706,1
11,70,14,86,2,46,10,3,33.78568399608677,0
98,52,51,11,31,10,17,49,46.873987910518395,1
32,18,34,42,46,7,8,74,37.44709330558906,1
32,43,2,67,68,48,7,51,49.276900959076464,1
29,24,12,51,57,65,10,16,41.233188671317606,1
46,46,50,26,13,26,23,78,45.82299096780523,1
17,62,7,10,49,75,14,38,27.949138674890452,0
42,21,86,71,23,39,21,71,57.92183589995885,1
21,25,76,49,27,1,21,20,46.40778147357513,1
5,83,71,4,71,54,11,92,55.3622580133207,1
37,38,17,18,81,18,29,28,47.3344388774404,1
67,20,80,56,15,1,2,98,50.93460132193792,1
77,72,64,17,60,13,27,38,64.65890512733529,1
35,72,39,39,42,28,1,73,48.61009322825858,1
32,83,0,12,34,52,12,50,46.58146236222273,1
79,76,53,80,72,99,25,7,84.03075700423526,2
68,100,80,63,25,22,21,9,70.96791891024316,2
84,58,3,79,77,5,10,40,62.79056651217183,1
91,28,5,5,40,19,27,19,41.29516819414041,1
82,87,38,37,9,32,5,61,51.30246919410025,1
94,26,51,27,80,20,21,13,58.38987022662893,1
42,29,47,62,86,32,16,59,59.01705845448678,1
39,83,43,82,56,97,7,20,55.22717875174386,1
32,89,25,22,73,38,28,18,61.002400914254856,1
23,34,6,77,14,64,23,37,39.853938610072326,1
75,73,3,58,34,69,1,58,44.78966016915376,1
72,93,9,83,35,13,3,40,63.98962667253775,1
80,80,69,8,77,25,2,35,59.781955020395955,1
16,0,79,100,35,41,13,34,51.282508876663755,1
49,67,43,43,73,46,13,34,60.92928170044908,1
22,17,7,28,30,1,22,40,30.084642016227427,0
90,85,41,18,60,65,21,84,64.29747838151881,1
27,6,99,99,21,30,1,58,48.1104625003468,1
14,100,25,89,56,32,15,42,66.70985327801193,2
57,17,49,13,8,60,24,75,41.01252626659029,1
88,42,54,44,74,95,27,53,64.9084732488167,1
92,23,33,74,2,87,9,95,49.535428339169385,1
9,82,44,59,100,98,2,56,63.00090212013934,1
32,39,47,19,84,41,5,21,35.83418863544034,1
15,75,47,36,58,12,11,56,67.28642071292893,2
31,6,72,37,91,21,14,78,54.74842228092255,1
53,45,58,29,81,34,11,21,43.38508758097994,1
28,92,5,97,14,30,3,20,51.92137598561849,1
6,93,0,20,75,21,11,60,52.77610110819279,1
51,21,41,71,38,15,9,89,49.08378536688174,1
5,39,91,92,86,18,15,33,53.38913571453976,1
22,41,3,80,87,66,3,51,40.615616350406626,1
0,57,7,80,96,49,24,66,62.012557666073306,1
8,54,68,16,45,3,13,67,34.982301164589764,0
44,10,45,13,19,56,10,14,15.293932568923868,0
85,77,23,79,12,85,28,39,66.81100848160355,2
78,22,20,75,16,42,23,100,53.99470469891902,1
9,31,67,74,100,32,5,89,54.14531766237122,1
3,84,52,42,59,27,5,77,51.3416071160648,1
34,69,64,52,35,38,1,2,36.83511712293408,1
65,40,28,1,45,28,17,42,43.226720582729676,1
75,92,53,29,17,93,11,5,45.690738669895325,1
83,39,86,53,57,100,12,30,54.115486892496776,1
34,57,31,12,42,34,16,87,48.05071081952307,1
16,24,40,13,80,93,17,39,33.50023478727471,0
2,18,16,4,2,86,1,17,2.532080142193985,0
14,49,64,21,94,7,4,72,38.363369451656425,1
6,56,3,100,6,49,24,76,52.72455507520689,1
86,81,25,70,42,66,29,66,72.2439578056504,2
27,39,72,95,34,42,26,81,61.08567525389977,1
83,90,1,25,72,46,28,70,60.25560536719891,1
55,61,99,60,66,49,14,64,69.25657487192116,2
54,7,40,90,19,69,25,89,55.43283056315462,1
45,74,40,35,49,29,27,32,57.30655328794584,1
82,58,54,66,53,60,27,46,77.68839312295292,2
4,39,64,69,46,24,5,56,50.83864701563018,1
9,47,46,84,2,89,5,67,41.176301461955745,1
42,30,89,97,17,8,13,48,62.26967253657938,1
39,62,97,62,50,6,16,44,65.09197367034646,2
55,57,20,58,26,3,29,16,52.84115652713592,1
74,45,71,87,55,35,10,64,75.14818278386613,2
59,28,30,69,16,61,25,12,38.801652731156885,1
26,40,100,36,74,99,27,47,56.85985788832975,1
33,50,25,63,19,45,29,41,56.22826001589763,1
75,47,29,55,65,18,6,78,59.90394334904935,1
20,31,72,23,84,37,8,48,42.30568208778733,1
50,58,79,52,36,12,7,0,40.51304140775499,1
54,22,12,62,14,47,23,51,28.25791834683774,0
75,50,56,91,0,73,21,21,69.23708713856449,2
72,12,34,58,36,3,13,38,46.621070927504874,1
46,47,61,16,11,78,3,29,29.645561165482427,0
31,79,56,99,89,23,16,16,73.44674133477903,2
37,82,99,58,98,67,22,95,75.5439551701799,2
41,70,94,28,99,82,15,25,59.702792335622405,1
22,75,66,76,93,78,9,51,59.90435764204221,1
63,6,68,38,59,67,18,83,41.76035849261298,1
21,34,90,37,32,70,20,36,31.85009032497247,0
65,66,18,84,45,18,18,94,58.644055646626995,1
75,80,73,87,26,13,27,40,82.17772658362478,2
97,58,77,52,84,38,10,95,69.72870823273982,2
12,86,12,37,44,61,19,45,50.60935267081728,1
76,27,89,87,38,62,26,1,66.66988433907129,2
8,15,70,17,69,78,7,87,37.429478111244755,1
34,8,35,75,37,31,9,87,42.49859672607357,1
17,58,48,58,36,87,2,97,49.04813752316599,1
16,67,49,86,22,45,12,12,47.220277800855314,1
17,28,92,42,6,24,2,85,47.93345557233978,1
4,79,97,84,3,74,23,34,70.51920324486696,2
83,74,81,1,40,12,3,85,67.19887098222574,2
6,36,65,76,100,40,21,97,52.4106205913586,1
40,24,10,7,26,78,18,20,21.617839446839316,0
70,74,92,64,64,77,30,37,75.75495483268693,2
100,67,13,19,32,25,11,27,51.098347762535255,1
86,17,16,97,30,16,11,30,40.12611277378771,1
13,25,7,77,16,3,8,60,25.67933803778621,0
99,49,95,10,56,9,17,41,69.24073849775236,2
66,51,49,90,66,83,7,66,60.595284088341316,1
18,16,23,25,35,79,4,68,16.985561969280603,0
45,95,8,55,53,51,29,20,53.758155153662244,1
92,39,41,8,48,57,21,4,46.47284785987329,1
39,38,73,10,27,32,4,75,35.064713881219014,1
18,6,100,24,69,19,19,18,42.789753853104294,1
88,88,55,53,55,1,10,20,61.53763582352097,1
96,23,61,54,6,67,6,60,36.67479923569588,1
98,99,84,86,49,3,15,26,92.28628097932794,2
96,50,91,16,39,10,24,19,61.629139467733864,1
88,88,28,75,80,80,1,30,64.5674948325713,1
45,18,100,0,30,58,11,52,34.141829669910344,0
19,16,52,29,96,49,28,85,60.33940221445141,1
62,80,93,17,62,22,12,99,72.59918027317235,2
22,82,11,12,13,15,3,73,44.450878189814546,1
47,54,9,59,40,47,13,90,48.6078439350648,1
66,3,89,90,89,36,21,53,67.13399924107746,2
95,95,67,67,25,53,30,41,79.83319349597919,2
29,39,17,86,71,16,19,82,55.95958534411695,1
25,94,90,59,79,23,2,30,65.31680734597816,2
74,87,10,5,69,11,25,82,59.29833796070049,1
0,86,68,34,9,42,24,100,58.42435518501331,1
57,69,20,83,37,27,20,39,52.91163501689651,1
75,67,7,4,35,22,27,63,54.041820115482345,1
55,53,81,9,34,55,24,78,56.40427921045746,1
38,2,85,84,88,50,7,79,56.380148828956074,1
83,39,10,6,0,21,13,20,33.8471028739125,0
37,73,9,96,54,70,16,97,63.28035721760215,1
71,82,62,76,99,34,15,50,75.13921555203628,2
46,56,2,67,88,34,20,4,57.02235692873207,1
2,71,75,54,61,48,22,11,58.32208403092623,1
53,2,92,9,100,14,4,73,44.466378567145796,1
4,47,75,41,40,42,18,43,42.411686246541656,1
94,51,23,81,61,58,2,10,54.23215909743727,1
60,90,19,91,54,12,16,52,67.6879660831159,2
37,31,68,45,4,57,13,60,50.500714659293614,1
49,23,6,84,4,3,7,8,36.70885428516525,1
62,35,54,78,90,60,30,35,67.0176014012833,2
26,17,45,5,17,3,8,46,20.233650157865824,0
29,56,75,62,35,17,2,78,59.26393668221984,1
42,64,20,62,62,35,11,65,52.51037060033351,1
26,80,76,54,58,62,23,8,56.033516133513764,1
76,98,70,77,51,72,1,62,77.45568797845951,2
10,7,24,89,98,47,15,91,54.84393632595138,1
83,24,36,55,79,13,13,5,36.48931434518664,1
35,30,6,32,95,39,26,99,51.773375417414144,1
56,25,45,99,66,79,1,9,49.89311772328573,1
15,83,26,97,98,9,1,62,64.83242306531304,1
38,14,11,69,60,72,17,35,41.662181994138834,1
76,3,56,64,54,38,6,73,39.37187198254594,1
27,86,57,10,82,0,22,85,47.30387640395564,1
13,97,8,40,87,70,9,86,51.48719056977838,1
52,22,18,20,6,2,17,87,38.1534827306029,1
16,33,8,52,91,37,2,82,24.540262628874665,0
31,50,68,83,69,19,21,31,58.368723596562965,1
45,53,34,22,90,58,16,46,39.38343418480368,1
56,100,7,100,72,5,1,72,71.3542549648119,2
64,40,19,13,93,9,8,17,55.10739554773509,1
68,1,98,9,27,53,2,58,34.3469440320154,0
85,42,25,98,18,100,2,53,51.3649829280148,1
6,56,69,10,19,4,21,99,52.0253856447294,1
36,52,47,74,25,46,13,5,46.757839346863435,1
0,51,18,77,21,81,25,9,38.520049378863966,1
0,93,31,33,44,29,8,3,47.38987554487002,1
21,81,1,6,20,49,22,55,41.76132290307083,1
60,25,75,31,15,84,19,55,45.62175456939872,1
90,35,33,6,52,73,20,59,46.15731908459521,1
78,67,50,67,80,29,25,24,69.11361177163762,2
65,41,15,89,13,75,22,31,55.70302531138998,1
78,43,83,100,51,68,23,42,70.00122428072495,2
17,16,22,80,66,51,23,4,49.377517276136075,1
84,25,57,78,71,44,14,76,58.8871218022643,1
89,74,88,89,10,93,22,5,76.75270372703467,2
9,85,72,77,74,88,26,67,74.20224049853051,2
47,79,60,65,2,100,23,45,51.368790461687965,1
83,31,89,100,23,68,19,100,74.61387180731384,2
48,13,17,32,32,36,3,69,27.67818261009632,0
84,16,97,41,86,11,14,48,61.90056832608486,1
94,39,56,91,19,12,2,70,58.2902371771285,1
47,52,41,31,79,96,4,11,41.76252701520153,1
6,90,25,30,99,36,11,18,56.948584762859205,1
34,90,75,15,96,11,14,50,68.01106991288012,2
21,0,98,27,30,22,16,86,34.40780764938553,0
47,71,69,59,9,2,28,82,59.701421350049365,1
59,30,3,89,22,53,23,38,49.894653661591995,1
46,19,47,13,77,59,13,28,39.979122761374654,1
19,56,73,68,19,38,11,97,52.10333012367742,1
30,3,40,77,65,75,22,57,56.787892897892235,1
68,33,78,90,37,48,9,11,60.59096962361757,1
2,55,71,75,77,96,27,22,54.28654180769124,1
21,27,6,15,61,77,24,84,33.056468105104045,0
90,59,56,49,59,7,21,90,70.65312071772051,2
10,46,17,96,78,27,8,91,55.65887353355504,1
41,80,49,91,96,76,19,0,76.36694496239066,2
20,18,38,61,36,54,25,83,52.06713783796932,1
10,5,81,97,53,76,3,11,40.92041708100835,1
42,53,87,67,63,33,6,81,68.22743336533529,2
52,25,46,6,83,3,16,89,54.61785135806729,1
17,71,54,92,48,79,11,36,57.91956436959921,1
7,9,63,16,37,79,22,19,29.89571207621454,0
13,58,66,38,85,64,13,72,59.06512532455369,1
65,99,64,24,96,40,30,6,74.8056343418933,2
86,9,79,72,57,0,9,58,54.787177029145255,1
18,30,99,3,10,73,11,33,26.53374145592363,0
32,85,83,64,29,66,1,42,54.888432029883695,1
34,53,13,87,46,67,8,83,49.290014325718666,1
36,17,48,79,71,17,8,100,47.29139656418608,1
24,21,46,31,67,73,23,40,45.155711765694235,1
5,77,51,90,82,73,11,29,62.91844876121401,1
53,86,53,36,3,86,7,84,44.40380054224474,1
36,36,72,68,47,57,10,41,49.414499729634784,1
34,47,42,51,70,73,17,20,47.42428509648424,1
26,79,26,6,99,40,24,91,60.71166657105963,1
93,17,46,0,14,70,30,100,39.70846530811405,1
61,20,86,18,88,70,2,29,36.366034584033535,1
42,78,31,94,0,78,26,15,59.32834697620346,1
20,18,2,96,19,86,12,15,23.056227926388267,0
80,77,98,41,85,0,25,60,79.90401904167202,2
89,50,19,97,79,78,2,31,59.18353688545064,1
3,99,60,4,98,80,19,62,57.67029409063928,1
93,3,80,97,60,55,28,76,72.6763057270671,2
70,95,27,23,62,52,2,0,59.891423706868444,1
10,22,34,3,54,72,24,86,25.723046796454597,0
76,3,28,76,51,45,4,2,44.729489496396496,1
10,73,15,38,51,41,30,11,31.467052563211745,0
5,53,15,29,29,81,23,73,46.97226689290391,1
11,84,18,76,86,79,28,62,53.74278395677706,1
46,10,46,33,36,20,27,98,62.24836782820874,1
62,8,53,76,61,83,10,57,47.721393023137075,1
41,57,1,19,67,32,13,42,49.86229836463821,1
12,89,85,8,54,13,21,67,65.58493614046519,2
20,40,68,32,61,88,6,76,42.19106545217355,1
86,80,7,61,4,24,10,67,54.49150469087439,1
97,91,85,22,31,20,3,37,57.60704622120634,1
76,87,3,14,45,27,27,96,66.66422099866573,2
10,51,56,75,39,49,8,30,44.129191374689185,1
82,70,46,49,91,16,13,34,62.54609883169559,1
69,53,50,43,90,16,14,28,63.42365607173691,1
53,68,96,24,71,39,12,30,54.2469413515655,1
14,57,93,1,35,22,24,21,42.24610624948798,1
100,53,28,5,5,19,28,58,50.45263518923316,1
44,44,58,68,76,92,18,73,57.51542306443239,1
4,65,96,8,89,60,26,43,53.110707914480386,1
21,75,73,24,49,1,4,93,64.52989920683675,1
40,92,89,92,83,10,29,47,85.48458879828912,2
6,61,43,34,93,82,4,47,43.50223824129832,1
32,10,28,75,55,27,2,6,33.919249171587666,0
47,59,51,34,21,15,1,91,51.2567299309944,1
95,31,82,94,2,67,8,14,48.67681790395682,1
8,2,93,83,76,84,26,16,52.84329240275032,1
58,7,69,47,56,40,10,94,52.19492114035543,1
92,59,71,69,15,75,24,52,55.258067695555305,1
81,95,51,41,5,42,13,6,66.14553362045257,2
93,51,32,95,97,10,4,44,79.75488136457925,2
17,44,42,36,32,80,15,59,34.89662240353097,0
80,8,50,84,33,92,7,1,35.61544077381631,1
98,68,82,62,63,99,9,76,74.24830898215147,2
32,5,56,65,36,10,16,67,36.57482027301228,1
50,84,80,35,92,57,24,1,74.57569772221352,2
53,82,2,84,68,62,18,62,63.26927758548564,1
49,100,76,75,36,7,7,22,77.2008415698529,2
29,28,51,82,26,96,22,74,45.85357977768241,1
98,16,100,80,86,10,21,38,72.87678748659967,2
96,30,47,15,59,27,8,20,52.5132756394642,1
38,80,48,88,92,97,26,51,72.29056312216703,2
81,22,12,85,34,56,26,44,55.35255045905444,1
40,89,81,24,2,68,19,34,58.42595253382808,1
80,15,70,99,90,49,9,88,67.03371529499502,2
59,4,87,53,24,75,11,65,37.209565456713854,1
47,22,9,32,85,8,14,49,34.42773642215453,0
12,76,21,22,71,68,6,22,43.45059649662725,1
66,60,88,36,23,6,10,57,59.79267032198572,1
32,35,4,3,76,18,5,2,33.69997903848654,0
21,66,51,69,8,51,5,89,49.19573168610446,1
19,65,40,71,39,45,23,0,41.95557645439675,1
99,56,94,67,36,15,4,70,55.623486162310556,1
10,51,86,55,66,80,15,34,69.7777752061102,2
80,10,90,36,53,30,13,72,57.38153811122502,1
87,26,29,73,61,87,2,36,49.97075053649377,1
3,53,59,88,48,1,25,2,56.861838561882905,1
59,13,70,8,74,23,30,95,46.50196631060538,1
58,48,97,38,16,29,20,77,53.92076805422172,1
36,11,0,100,72,60,21,4,55.049980767947446,1
67,79,98,87,5,40,7,3,66.68008371511331,2
41,10,35,100,8,15,26,53,44.80841405423239,1
44,9,12,18,73,57,24,96,34.74910803150057,0
43,64,62,46,15,96,14,58,46.71583534633261,1
80,22,78,13,77,13,22,1,48.547416116662724,1
63,35,13,87,13,25,29,70,68.79487621508022,2
38,31,4,52,14,48,19,43,34.910395744204266,0
93,21,90,24,94,73,6,64,50.50268929520193,1
81,76,94,9,17,13,10,35,55.18838581833948,1
94,69,15,74,92,23,6,0,65.066030810268,2
73,24,91,81,35,23,10,1,46.636720534475764,1
39,69,91,88,80,62,27,63,81.45299320671568,2
78,72,100,98,94,8,6,64,93.53349571362943,2
33,54,21,82,11,66,27,32,50.39202769950458,1
27,58,58,79,33,42,9,8,44.67760908890193,1
45,94,100,81,58,33,15,78,77.9967773745791,2
97,45,91,100,87,87,16,15,65.92698414002882,2
57,38,61,46,18,82,4,19,38.086988595384796,1
38,54,19,76,18,81,6,45,45.27467974097948,1
46,84,8,82,37,89,10,72,53.070204490807136,1
29,71,26,11,20,23,2,100,52.93820090616577,1
66,7,6,69,26,86,23,63,47.07367697270689,1
35,46,19,34,13,17,17,96,33.12333596630934,0
55,74,7,13,83,33,26,65,46.88642464895466,1
37,22,76,17,80,56,26,85,47.545857183777095,1
32,99,59,11,14,75,11,17,53.59911244055564,1
97,81,52,90,54,58,25,5,80.66553026331417,2
34,85,81,77,65,56,2,67,77.90227317334973,2
7,8,41,10,63,38,13,98,34.101255719376525,0
38,58,40,63,99,59,20,74,64.57306403222634,1
53,53,20,66,64,47,14,34,46.074943083636256,1
9,63,44,52,69,48,23,49,57.08810354950077,1
30,85,17,61,3,59,26,11,47.002990998497886,1
16,35,59,91,8,60,13,34,43.101966857108835,1
50,53,100,52,62,33,9,68,73.43830504631701,2
73,68,53,66,91,13,18,16,69.05192638281264,2
97,76,30,57,40,30,27,48,76.87588866428611,2
39,77,69,40,64,41,30,29,54.50155203314432,1
87,34,82,89,21,16,25,49,84.13867339717753,2
21,100,47,41,46,17,8,77,57.39037722946778,1
78,0,25,80,75,96,7,89,55.87310413964416,1
56,49,72,61,66,28,18,41,67.78763747167906,2
76,61,18,69,11,74,13,83,52.50585961774738,1
76,6,100,76,88,12,19,70,74.78418054035433,2
53,45,32,74,93,98,28,93,73.84601905948743,2
25,60,35,56,48,21,17,74,50.671132993725394,1
53,61,73,62,34,39,11,55,54.97219865490864,1
83,12,1,51,53,78,27,68,48.53184094090846,1
98,28,20,34,80,20,14,32,50.92703631388799,1
93,24,12,73,45,55,19,68,63.95878057509721,1
18,64,39,88,3,79,5,71,52.36600910967048,1
60,33,55,71,7,2,16,61,52.27745858322146,1
10,57,18,77,81,2,13,10,54.55646775224604,1
67,73,34,83,79,79,4,52,53.130081533219865,1
100,80,77,37,77,26,7,71,70.45813415820956,2
5,18,94,6,12,91,22,19,29.156926049913327,0
66,91,1,34,17,93,6,79,55.652193011354704,1
95,16,63,76,39,88,4,85,57.33861600793476,1
85,2,2,82,23,100,2,54,45.59943399986594,1
39,4,52,51,39,83,1,97,43.43763914815159,1
10,20,88,78,56,38,14,86,52.63002345557193,1
93,88,80,7,28,100,15,47,58.37981612427739,1
93,20,23,65,12,34,19,89,55.23053011743142,1
58,70,26,68,40,59,18,94,60.90818668286181,1
98,42,79,51,72,0,17,10,74.05774106749956,2
0,4,82,72,62,97,30,100,47.107643194246265,1
62,44,28,49,32,59,8,0,41.33663870254632,1
3,2,0,52,31,95,22,49,29.71268088163034,0
94,48,44,61,58,35,3,94,61.72931806323339,1
68,56,62,80,17,31,26,73,64.20720400410451,1
92,52,44,25,84,52,11,26,55.13351222130001,1
56,28,94,30,87,87,11,65,60.28199107671105,1
8,77,82,42,2,55,5,21,38.800912014832875,1
2,60,79,20,98,80,16,23,42.99647287854425,1
33,25,2,33,2,21,12,92,38.843508661958154,1
75,43,86,35,46,78,30,4,58.475778837613525,1
15,10,76,31,67,73,6,97,47.5871445829371,1
86,93,40,41,33,90,13,45,65.28599038760464,2
24,76,59,50,20,5,28,6,66.67933584969178,2
50,29,83,70,4,38,25,79,63.78983221363927,1
20,68,91,30,73,8,23,4,53.03552262875108,1
47,68,55,85,3,40,16,32,59.3316078033895,1
45,61,4,48,48,76,27,24,44.90506767373873,1
0,5,62,72,39,64,7,79,35.985243016973,1
57,88,68,11,97,76,25,40,58.144997596308215,1
79,96,5,17,93,74,18,66,62.613320908800766,1
94,98,82,45,82,100,11,7,75.23020573120819,2
33,99,20,36,73,88,7,70,56.223869769197556,1
88,93,89,50,54,59,16,71,71.41378958050784,2
88,74,55,15,35,88,1,28,38.56188400519011,1
99,5,32,47,16,4,22,89,63.321075612883405,1
37,46,5,69,97,72,8,47,53.05096451824899,1
85,24,1,73,38,52,12,67,44.34558498240069,1
57,22,74,25,43,96,6,18,39.220700758217255,1
5,83,38,34,14,50,14,94,61.31511646683652,1
27,82,84,53,27,18,12,24,60.25277415787537,1
67,52,23,52,64,73,6,63,35.8075927858288,1
16,74,92,79,43,95,27,9,78.00375012792166,2
43,13,95,39,59,1,23,4,37.30452111825773,1
78,22,10,67,21,6,12,12,39.753928327739004,1
15,86,65,89,8,66,2,95,52.8495741998029,1
50,45,94,30,89,56,26,21,56.03998734016072,1
21,55,32,83,43,55,21,88,60.62645810989583,1
54,46,6,33,36,9,17,58,32.06385894720835,0
24,20,88,33,28,57,19,8,36.46852648706246,1
97,83,47,65,66,57,1,44,74.71405453644816,2
7,76,2,62,56,85,15,48,42.51055805247469,1
97,69,84,55,39,39,6,26,55.74828964034707,1
79,35,68,23,94,35,20,61,60.734169387065556,1
86,64,7,9,91,8,28,86,62.45995105969174,1
86,96,26,91,20,57,16,89,71.17863397799319,2
18,65,1,88,64,65,19,53,48.569923543294315,1
94,49,96,89,97,28,21,90,91.83510748711673,2
60,27,2,51,49,73,28,93,54.59158106865038,1
97,52,80,89,3,94,2,8,48.87611959326109,1
88,37,51,47,13,17,10,64,45.74647813237744,1
